NCESSCH,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,PHONE,CHARTER_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,LATCOD,LONCOD
362010006729,3620100,NY-660900010000,MOUNT VERNON SCHOOL DISTRICT,NELSON MANDELA/DR HOSA ZOLLICOFFER SCHOOL,250 GRAMATAN AVE,MOUNT VERNON,NY,10550,(914)358-2720,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.916871,-73.83799
362016001846,3620160,NY-660801060000,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,COLUMBUS ELEMENTARY SCHOOL,580 COLUMBUS AVE,THORNWOOD,NY,10594,(914)769-8538,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,41.1088,-73.7738
362016001847,3620160,NY-660801060000,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,HAWTHORNE ELEMENTARY SCHOOL,225 MEMORIAL DR,HAWTHORNE,NY,10532,(914)769-8536,No,Not Virtual,KG,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,41.1022,-73.8006
362016001849,3620160,NY-660801060000,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,WESTLAKE HIGH SCHOOL,825 WESTLAKE DR,THORNWOOD,NY,10594,(914)769-8311,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Westchester County,41.111,-73.7672
362016001850,3620160,NY-660801060000,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,WESTLAKE MIDDLE SCHOOL,825 WESTLAKE DR,THORNWOOD,NY,10594,(914)769-8540,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Westchester County,41.111,-73.7672
362017001851,3620170,NY-660806020000,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,BLYTHEDALE SCHOOL,95 BRADHURST AVE,VALHALLA,NY,10595,(914)347-1800,No,Not Virtual,KG,12,Other,Special Education School,Currently operational,21-Suburb: Large,Westchester County,41.0748,-73.8
362019001852,3620190,NY-500108030000,NANUET UNION FREE SCHOOL DISTRICT,GEORGE W MILLER ELEMENTARY SCHOOL,50 BLAUVELT RD,NANUET,NY,10954,(845)627-4870,No,Not Virtual,KG,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.086387,-74.005382
362019001853,3620190,NY-500108030000,NANUET UNION FREE SCHOOL DISTRICT,A MACARTHUR BARR MIDDLE SCHOOL,143 CHURCH ST,NANUET,NY,10954,(845)627-4044,No,Not Virtual,5,8,Middle,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.088969,-74.0014
362019001854,3620190,NY-500108030000,NANUET UNION FREE SCHOOL DISTRICT,NANUET SENIOR HIGH SCHOOL,103 CHURCH ST,NANUET,NY,10954,(845)627-9808,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.087619,-74.001507
362019004224,3620190,NY-500108030000,NANUET UNION FREE SCHOOL DISTRICT,HIGHVIEW ELEMENTARY SCHOOL,24 HIGHVIEW AVE,NANUET,NY,10954,(845)627-3480,No,Not Virtual,3,4,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.088344,-74.010951
362022001855,3620220,NY-431201040000,NAPLES CENTRAL SCHOOL DISTRICT,NAPLES ELEMENTARY SCHOOL,2 ACADEMY ST,NAPLES,NY,14512,(585)374-7951,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,42-Rural: Distant,Ontario County,42.62,-77.4033
362022001856,3620220,NY-431201040000,NAPLES CENTRAL SCHOOL DISTRICT,NAPLES HIGH SCHOOL,136 N MAIN ST,NAPLES,NY,14512,(585)374-7927,No,Not Virtual,7,12,High,Regular School,Currently operational,42-Rural: Distant,Ontario County,42.6185,-77.4011
362034001860,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,BARDONIA ELEMENTARY SCHOOL,31 BARDONIA RD,BARDONIA,NY,10954,(845)639-6460,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1108,-73.9934
362034001863,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,151 CONGERS RD,NEW CITY,NY,10956,(845)639-6504,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1507,-73.97
362034001865,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,CLARKSTOWN SOUTH SENIOR HIGH SCHOOL,31 DEMAREST MILL RD,WEST NYACK,NY,10994,(845)624-3400,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1032,-73.98
362034001868,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,LAKEWOOD ELEMENTARY SCHOOL,77 LAKELAND AVE,CONGERS,NY,10920,(845)639-6320,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1604,-73.9309
362034001869,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,LAUREL PLAINS ELEMENTARY SCHOOL,14 TEAKWOOD LN,NEW CITY,NY,10956,(845)639-6350,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1285,-73.9834
362034001870,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,LINK ELEMENTARY SCHOOL,51 RED HILL RD,NEW CITY,NY,10956,(845)624-3494,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1334,-74.0072
362034001871,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,LITTLE TOR ELEMENTARY SCHOOL,56 GREGORY ST,NEW CITY,NY,10956,(845)624-3471,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1535,-73.9942
362034001872,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,NEW CITY ELEMENTARY SCHOOL,60 CRESTWOOD DR,NEW CITY,NY,10956,(845)624-3467,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1513,-73.984
362034001873,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,STRAWTOWN ELEMENTARY SCHOOL,413 STRAWTOWN RD,WEST NYACK,NY,10994,(845)624-3473,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1225,-73.9721
362034001875,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,WEST NYACK ELEMENTARY SCHOOL,661 W NYACK RD,WEST NYACK,NY,10994,(845)624-3474,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.0944,-73.9681
362034001876,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,WOODGLEN ELEMENTARY SCHOOL,121 PHILLIPS HILL RD,NEW CITY,NY,10956,(845)624-3417,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1638,-74.0001
362034004444,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,BIRCHWOOD SCHOOL,214 SICKLETOWN RD,WEST NYACK,NY,10994,(845)639-6480,No,Not Virtual,KG,12,Other,Special Education School,Currently operational,21-Suburb: Large,Rockland County,41.0819,-73.9791
362034005874,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,FELIX FESTA CHARACTER MIDDLE SCHOOL,30 PARROTT RD,WEST NYACK,NY,10994,(845)624-3971,No,Not Virtual,7,7,Middle,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1231,-73.9823
362034005897,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,FELIX FESTA DETERMINATION MIDDLE SCHOOL,30 PARROTT RD,WEST NYACK,NY,10994,(845)624-3972,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1231,-73.9823
362034005918,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL,30 PARROTT RD,WEST NYACK,NY,10994,(845)624-3969,No,Not Virtual,6,6,Middle,Regular School,Currently operational,21-Suburb: Large,Rockland County,41.1231,-73.9823
362034006499,3620340,NY-500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,ROCKLAND COUNTY SHERIFFS DEPARTMENT,53 NEW HEMPSTEAD ROAD,NEW CITY,NY,10956,(845)638-5466,No,Not Virtual,9,12,High,Alternative Education School,Currently operational,21-Suburb: Large,Rockland County,41.147262,-73.994507
362037001877,3620370,NY-411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,HUGHES ELEMENTARY SCHOOL,340 HIGBY RD,NEW HARTFORD,NY,13413,(315)738-9350,No,Not Virtual,KG,6,Elementary,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.0613,-75.2589
362037001878,3620370,NY-411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,MYLES ELEMENTARY SCHOOL,100 CLINTON RD,NEW HARTFORD,NY,13413,(315)738-9600,No,Not Virtual,KG,6,Elementary,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.0737,-75.3242
362037001879,3620370,NY-411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,NEW HARTFORD SENIOR HIGH SCHOOL,33 OXFORD RD,NEW HARTFORD,NY,13413,(315)624-1214,No,Not Virtual,10,12,High,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.0702,-75.2842
362037001880,3620370,NY-411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,ROBERT L BRADLEY ELEMENTARY SCHOOL,33 OXFORD RD,NEW HARTFORD,NY,13413,(315)624-1220,No,Not Virtual,KG,6,Elementary,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.0702,-75.2855
362037001881,3620370,NY-411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,PERRY JUNIOR HIGH SCHOOL,9499 WESTON RD,NEW HARTFORD,NY,13413,(315)738-9300,No,Not Virtual,7,9,Middle,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.0593,-75.2602
362040001882,3620400,NY-280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,GARDEN CITY PARK SCHOOL,51 CENTRAL AVE,GARDEN CITY PARK,NY,11040,(516)434-2390,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.741285,-73.668232
362040001883,3620400,NY-280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,HILLSIDE GRADE SCHOOL,150 W MAPLE DR,NEW HYDE PARK,NY,11040,(516)434-2419,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.741666,-73.688315
362040001884,3620400,NY-280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,MANOR OAKS WILLIAM BOWIE SCHOOL,1950 HILLSIDE AVE,NEW HYDE PARK,NY,11040,(516)434-2363,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.750004,-73.680583
362040001885,3620400,NY-280405020000,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,NEW HYDE PARK ROAD SCHOOL,300 NEW HYDE PARK RD,NEW HYDE PARK,NY,11040,(516)434-2384,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.735871,-73.680082
362043001886,3620430,NY-101601040000,NEW LEBANON CENTRAL SCHOOL DISTRICT,NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL,14665 RTE 22,NEW LEBANON,NY,12125,(518)794-7600,No,Not Virtual,7,12,High,Regular School,Currently operational,41-Rural: Fringe,Columbia County,42.475393,-73.380594
362043001887,3620430,NY-101601040000,NEW LEBANON CENTRAL SCHOOL DISTRICT,WALTER B HOWARD ELEMENTARY SCHOOL,1478 RTE 20,NEW LEBANON,NY,12125,(518)794-7600,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,42-Rural: Distant,Columbia County,42.487818,-73.465323
362046000353,3620460,NY-621101060000,NEW PALTZ CENTRAL SCHOOL DISTRICT,LENAPE ELEMENTARY SCHOOL,1 EUGENE L BROWN DR,NEW PALTZ,NY,12561,(845)256-4300,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,41-Rural: Fringe,Ulster County,41.7094,-74.0937
362046001888,3620460,NY-621101060000,NEW PALTZ CENTRAL SCHOOL DISTRICT,DUZINE SCHOOL,31 SUNSET RIDGE,NEW PALTZ,NY,12561,(845)256-4350,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Ulster County,41.759258,-74.074849
362046001890,3620460,NY-621101060000,NEW PALTZ CENTRAL SCHOOL DISTRICT,NEW PALTZ MIDDLE SCHOOL,196 MAIN ST,NEW PALTZ,NY,12561,(845)256-4200,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Ulster County,41.7448,-74.0776
362046001891,3620460,NY-621101060000,NEW PALTZ CENTRAL SCHOOL DISTRICT,NEW PALTZ SENIOR HIGH SCHOOL,134 S PUTT CORNERS RD,NEW PALTZ,NY,12561,(845)256-4100,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Ulster County,41.724473,-74.076239
362049001892,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,ALBERT LEONARD MIDDLE SCHOOL,25 GERADA LN,NEW ROCHELLE,NY,10804,(914)576-4339,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9478,-73.7807
362049001893,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,COLUMBUS ELEMENTARY SCHOOL,275 WASHINGTON AVE,NEW ROCHELLE,NY,10801,(914)576-4401,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.91,-73.7984
362049001894,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,DANIEL WEBSTER ELEMENTARY SCHOOL,95 GLENMORE DR,NEW ROCHELLE,NY,10801,(914)576-4460,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9184,-73.798
362049001895,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,GEORGE M DAVIS ELEMENTARY SCHOOL,80 ISELIN DR,NEW ROCHELLE,NY,10804,(914)576-4420,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.974,-73.7853
362049001896,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,HENRY BARNARD SCHOOL,129 BARNARD RD,NEW ROCHELLE,NY,10801,(914)576-4386,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9329,-73.7731
362049001897,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,ISAAC E YOUNG MIDDLE SCHOOL,270 CENTRE AVE,NEW ROCHELLE,NY,10805,(914)576-4360,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9023,-73.7786
362049001898,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,JEFFERSON ELEMENTARY SCHOOL,131 WEYMAN AVE,NEW ROCHELLE,NY,10805,(914)576-4430,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.897,-73.7901
362049001900,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,NEW ROCHELLE HIGH SCHOOL,265 CLOVE RD,NEW ROCHELLE,NY,10801,(914)576-4502,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9293,-73.7952
362049004399,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,TRINITY ELEMENTARY SCHOOL,180 PELHAM RD,NEW ROCHELLE,NY,10805,(914)576-4440,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9032,-73.7751
362049004400,3620490,NY-661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT,WILLIAM B WARD ELEMENTARY SCHOOL,311 BROADFIELD RD,NEW ROCHELLE,NY,10804,(914)576-4450,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Westchester County,40.9558,-73.784
362052001905,3620520,NY-581015080000,NEW SUFFOLK COMMON SCHOOL DISTRICT,NEW SUFFOLK SCHOOL,1295 4TH ST,NEW SUFFOLK,NY,11956,(631)734-6940,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Suffolk County,40.9925,-72.4752
362061002891,3620610,NY-411504020000,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,NEW YORK MILLS SCHOOL,1 MARAUDER BLVD,NEW YORK MILLS,NY,13417,(315)768-8124,No,Not Virtual,KG,12,Other,Regular School,Currently operational,22-Suburb: Mid-size,Oneida County,43.092667,-75.290996
362064002893,3620640,NY-650101060000,NEWARK CENTRAL SCHOOL DISTRICT,LINCOLN ELEMENTARY SCHOOL,1014 N MAIN ST,NEWARK,NY,14513,(315)332-3342,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,32-Town: Distant,Wayne County,43.0581,-77.0962
362064002894,3620640,NY-650101060000,NEWARK CENTRAL SCHOOL DISTRICT,NEWARK MIDDLE SCHOOL,701 PEIRSON AVE,NEWARK,NY,14513,(315)332-3295,No,Not Virtual,6,8,Middle,Regular School,Currently operational,41-Rural: Fringe,Wayne County,43.0358,-77.1114
362064002895,3620640,NY-650101060000,NEWARK CENTRAL SCHOOL DISTRICT,NEWARK SENIOR HIGH SCHOOL,625 PEIRSON AVE,NEWARK,NY,14513,(315)332-3242,No,Not Virtual,9,12,High,Regular School,Currently operational,41-Rural: Fringe,Wayne County,43.0381,-77.1097
362064002896,3620640,NY-650101060000,NEWARK CENTRAL SCHOOL DISTRICT,NORMAN R KELLEY INTERMEDIATE SCHOOL,316 W MILLER ST,NEWARK,NY,14513,(315)332-3326,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,32-Town: Distant,Wayne County,43.0449,-77.101
362064002897,3620640,NY-650101060000,NEWARK CENTRAL SCHOOL DISTRICT,PERKINS ELEMENTARY SCHOOL,439 W MAPLE AVE,NEWARK,NY,14513,(315)332-3315,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,32-Town: Distant,Wayne County,43.0403,-77.1017
362067002898,3620670,NY-600402040000,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,NATHAN T HALL SCHOOL,86 WHIG ST,NEWARK VALLEY,NY,13811,(607)642-3340,No,Not Virtual,PK,3,Elementary,Regular School,Currently operational,42-Rural: Distant,Tioga County,42.230704,-76.186582
362067002899,3620670,NY-600402040000,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,NEWARK VALLEY MIDDLE SCHOOL,88 WHIG ST,NEWARK VALLEY,NY,13811,(607)642-5524,No,Not Virtual,4,7,Middle,Regular School,Currently operational,42-Rural: Distant,Tioga County,42.231418,-76.186311
362067002900,3620670,NY-600402040000,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,NEWARK VALLEY SENIOR HIGH SCHOOL,68 WILSON CREEK RD,NEWARK VALLEY,NY,13811,(607)642-8665,No,Not Virtual,8,12,High,Regular School,Currently operational,42-Rural: Distant,Tioga County,42.2403,-76.1751
362070002901,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,BALMVILLE SCHOOL,5144 RT 9W,NEWBURGH,NY,12550,(845)563-8550,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.533977,-74.014626
362070002903,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,FOSTERTOWN ETC MAGNET SCHOOL,364 FOSTERTOWN RD,NEWBURGH,NY,12550,(845)568-6425,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.55114,-74.041399
362070002904,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,GARDNERTOWN LEADERSHIP  ACADEMY ELEMENTARY SCHOOL,6 PLATTEKILL TPKE,NEWBURGH,NY,12550,(845)568-6400,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.532406,-74.060983
362070002905,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,GAMS HIGH TECH MAGNET SCHOOL,300 GIDNEY AVE,NEWBURGH,NY,12550,(845)563-8450,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,13-City: Small,Orange County,41.512553,-74.023429
362070002907,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,MEADOW HILL GLOBAL EXPLORATIONS MAGNET SCHOOL,124 MEADOW HILL RD,NEWBURGH,NY,12550,(845)568-6600,No,Not Virtual,KG,8,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.525726,-74.083643
362070002908,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,HORIZON-ON-THE-HUDSON MAGNET SCHOOL,137 MONTGOMERY ST,NEWBURGH,NY,12550,(845)563-3725,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,13-City: Small,Orange County,41.507222,-74.007923
362070002909,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,NEW WINDSOR SCHOOL,175 QUASSAICK AVE,NEW WINDSOR,NY,12553,(845)563-3700,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.479056,-74.020227
362070002910,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,NEWBURGH FREE ACADEMY,201 FULLERTON AVE,NEWBURGH,NY,12550,(845)563-5400,No,Not Virtual,9,12,High,Regular School,Currently operational,13-City: Small,Orange County,41.509185,-74.027185
362070002912,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,SOUTH MIDDLE SCHOOL,33-63 MONUMENT ST,NEWBURGH,NY,12550,(845)563-7000,No,Not Virtual,6,8,Middle,Regular School,Currently operational,13-City: Small,Orange County,41.492555,-74.015822
362070002913,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,TEMPLE HILL SCHOOL,525 UNION AVE,NEW WINDSOR,NY,12553,(845)568-6450,No,Not Virtual,KG,8,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.480175,-74.059686
362070002915,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,VAILS GATE STEAM ACADEMY,400 OLD FORGE HILL RD,NEW WINDSOR,NY,12553,(845)563-7900,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Orange County,41.462002,-74.054372
362070004486,3620700,NY-441600010000,NEWBURGH CITY SCHOOL DISTRICT,HERITAGE MIDDLE SCHOOL,405 UNION AVE,NEW WINDSOR,NY,12553,(845)563-3750,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Orange County,41.478339,-74.048782
362073002918,3620730,NY-151001040000,NEWCOMB CENTRAL SCHOOL DISTRICT,NEWCOMB CENTRAL SCHOOL,5535 RT 28N,NEWCOMB,NY,12852,(518)582-3341,No,Not Virtual,1,12,Other,Regular School,Currently operational,43-Rural: Remote,Essex County,43.971142,-74.150903
362076001415,3620760,NY-400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,NEWFANE EARLY CHILDHOOD CENTER,6048 GODFREY RD,BURT,NY,14028,(716)778-6351,No,Not Virtual,PK,PK,Prekindergarten,Regular School,Currently operational,41-Rural: Fringe,Niagara County,43.3221,-78.7071
362076002920,3620760,NY-400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,NEWFANE ELEMENTARY SCHOOL,2909 TRANSIT RD,NEWFANE,NY,14108,(716)778-6376,No,Not Virtual,KG,4,Elementary,Regular School,Currently operational,41-Rural: Fringe,Niagara County,43.2743,-78.6956
362076002921,3620760,NY-400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,NEWFANE MIDDLE SCHOOL,2700 TRANSIT RD,NEWFANE,NY,14108,(716)778-6451,No,Not Virtual,5,9,Middle,Regular School,Currently operational,32-Town: Distant,Niagara County,43.2847,-78.6977
362076002922,3620760,NY-400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,NEWFANE SENIOR HIGH SCHOOL,1 PANTHER DR,NEWFANE,NY,14108,(716)778-6451,No,Not Virtual,6,12,High,Regular School,Currently operational,41-Rural: Fringe,Niagara County,43.2873,-78.6945
362079000373,3620790,NY-610901040000,NEWFIELD CENTRAL SCHOOL DISTRICT,NEWFIELD MIDDLE SCHOOL,247 MAIN ST,NEWFIELD,NY,14867,(607)564-9955,No,Not Virtual,6,8,Middle,Regular School,Currently operational,42-Rural: Distant,Tompkins County,42.359012,-76.595646
362079002924,3620790,NY-610901040000,NEWFIELD CENTRAL SCHOOL DISTRICT,NEWFIELD ELEMENTARY SCHOOL,247 MAIN ST,NEWFIELD,NY,14867,(607)564-9955,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,42-Rural: Distant,Tompkins County,42.359012,-76.595646
362079002925,3620790,NY-610901040000,NEWFIELD CENTRAL SCHOOL DISTRICT,NEWFIELD SENIOR HIGH SCHOOL,247 MAIN ST,NEWFIELD,NY,14867,(607)564-9955,No,Not Virtual,9,12,High,Regular School,Currently operational,42-Rural: Distant,Tompkins County,42.359012,-76.595646
362082002926,3620820,NY-400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,HENRY J KALFAS MAGNET SCHOOL,1880 BEECH AVE,NIAGARA FALLS,NY,14305,(716)278-9180,No,Not Virtual,PK,3,Elementary,Regular School,Currently operational,21-Suburb: Large,Niagara County,43.1158,-79.0401
362082002930,3620820,NY-400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,HARRY F ABATE ELEMENTARY SCHOOL,1625 LOCKPORT ST,NIAGARA FALLS,NY,14305,(716)278-7960,No,Not Virtual,2,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Niagara County,43.1032,-79.0505
362082002931,3620820,NY-400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,HYDE PARK SCHOOL,1620 HYDE PARK BLVD,NIAGARA FALLS,NY,14305,(716)278-7980,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Niagara County,43.104,-79.0287
362082002934,3620820,NY-400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,MAPLE AVENUE SCHOOL,952 MAPLE AVE,NIAGARA FALLS,NY,14305,(716)278-9140,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Niagara County,43.1252,-79.051
362082002936,3620820,NY-400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,BLONEVA BOND PRIMARY SCHOOL,2513 NIAGARA ST,NIAGARA FALLS,NY,14303,(716)278-5860,No,Not Virtual,PK,3,Elementary,Regular School,Currently operational,21-Suburb: Large,Niagara County,43.088,-79.0311
